,ID,Is Library,Duplicated Count,Name Manual,Name Normalized - No Space,Name with Owner,Stars Count,Description,Keywords,URL,Homepage URL,Host Type,Fork,Created Timestamp,Updated Timestamp,Last pushed Timestamp,Size,Language,Issues enabled,Wiki enabled,Pages enabled,Forks Count,Mirror URL,Open Issues Count,Default branch,Watchers Count,UUID,Fork Source Name with Owner,License,Contributors Count,Readme filename,Changelog filename,Contributing guidelines filename,License filename,Code of Conduct filename,Security Threat Model filename,Security Audit filename,Status,Last Synced Timestamp,SourceRank,Display Name,Dummy,SCM type,Pull requests enabled,Logo URL,Name,Owner,Name Normalized,Host Repo IDs
653,31331188,,1,,ner,deepmipt/ner,150.0,Named Entity Recognition,"deep-learning,named-entity-recognition,natural-language-processing,natural-language-understanding,neural-network,nlp-machine-learning",https://github.com/deepmipt/ner,,GitHub,False,2017-09-14 08:15:43 UTC,2018-05-02 08:53:29 UTC,2018-04-17 20:01:30 UTC,101.0,Python,True,True,False,33.0,,1.0,master,19.0,103505457,,Apache-2.0,2,README.md,,,,,,,,2017-12-25 13:15:50 UTC,6,GitHub,,git,,,ner,deepmipt,ner,31331188
654,33026725,,1,,neonrvm,siavashserver/neonrvm,9.0,Relevance Vector Machine (RVM) Based Machine Learning Library,"bayesian,bindings,c,machine-learning,python,regression,relevance-vector-machine,rvm,sparse",https://github.com/siavashserver/neonrvm,,GitHub,False,2018-02-17 07:50:47 UTC,2018-10-24 05:51:11 UTC,2018-06-09 15:15:35 UTC,40.0,C,True,False,False,2.0,,0.0,master,0.0,121837287,,MIT,1,README.md,,,LICENSE,,,,,2018-10-24 05:51:11 UTC,5,GitHub,,git,,,neonrvm,siavashserver,neonrvm,33026725
655,845216,,1,,neon,NervanaSystems/neon,3793.0,Intel® Nervana™ reference deep learning framework committed to best performance on all hardware,"deep-learning,fast,mkl,neon,neural-network,performance,python",https://github.com/NervanaSystems/neon,http://neon.nervanasys.com/docs/latest/,GitHub,False,2014-10-16 01:00:17 UTC,2019-11-17 10:45:20 UTC,2019-05-22 18:27:56 UTC,9003.0,Python,True,True,False,845.0,,86.0,master,357.0,25280332,,Apache-2.0,35,README.md,ChangeLog,CONTRIBUTING.rst,LICENSE,,,,,2017-11-24 18:37:55 UTC,9,GitHub,,git,,,neon,NervanaSystems,neon,845216
657,26463085,,1,,ncnn,Tencent/ncnn,7930.0,ncnn is a high-performance neural network inference framework optimized for the mobile platform,"android,arm-neon,artificial-intelligence,deep-learning,high-preformance,inference,ios,ncnn,neural-network,simd,vulkan",https://github.com/Tencent/ncnn,,GitHub,False,2017-06-30 10:55:37 UTC,2019-12-26 11:32:11 UTC,2019-12-26 09:18:58 UTC,8405.0,C++,True,True,False,2080.0,,171.0,master,503.0,95879426,,Other,1,README.md,,,LICENSE.txt,,,,,2017-07-24 02:57:54 UTC,8,GitHub,,git,,,ncnn,Tencent,ncnn,26463085
658,3204475,,1,,nano,accosmin/nano,13.0,C++ library [machine learning & numerical optimization],"cpp11,cpp14,machine-learning,ninja,numerical-optimization,optimization-methods,stochastic-optimization-methods",https://github.com/accosmin/nano,,GitHub,False,2015-04-09 09:09:53 UTC,2017-11-24 22:17:21 UTC,2017-11-23 21:45:09 UTC,9283.0,C++,True,True,False,2.0,,17.0,master,3.0,33659435,,MIT,2,README.md,,,LICENSE,,,,,2017-11-24 22:17:20 UTC,5,GitHub,,git,,,nano,accosmin,nano,3204475
660,21597396,,1,,multinet,MarvinTeichmann/MultiNet,249.0,Real-time Joint Semantic Reasoning for Autonomous Driving,"autonomous-driving,computer-vision,deep-learning,real-time,tensorflow",https://github.com/MarvinTeichmann/MultiNet,,GitHub,False,2016-08-29 01:27:54 UTC,2018-05-08 18:01:58 UTC,2017-07-24 08:24:55 UTC,24261.0,Python,True,True,False,139.0,,18.0,master,31.0,66800921,,MIT,1,t,f,f,f,f,f,f,,2017-03-07 23:10:08 UTC,5,GitHub,,git,,,MultiNet,MarvinTeichmann,multinet,21597396
661,3396840,,1,,mozi,hycis/Mozi,99.0,Deep Learning Package base on Theano,,https://github.com/hycis/Mozi,,GitHub,False,2015-07-24 09:07:53 UTC,2017-11-24 19:03:15 UTC,2016-09-29 06:15:16 UTC,518.0,Python,True,True,True,22.0,,1.0,master,11.0,39622494,,MIT,1,README.md,,,LICENSE,,,,,2017-11-24 19:03:14 UTC,5,GitHub,,git,,,Mozi,hycis,mozi,3396840
662,10115427,,1,,monkeylearn,ropensci/monkeylearn,89.0,:monkey: R package for text analysis with Monkeylearn :monkey:,"classifier,extractor,monkeylearn,nlp,nlp-machine-learning,peer-reviewed,r,r-package,rstats",https://github.com/ropensci/monkeylearn,http://ropensci.github.io/monkeylearn/,GitHub,False,2016-05-12 14:59:24 UTC,2019-10-11 19:17:27 UTC,2018-08-19 14:46:00 UTC,1159.0,R,True,True,True,15.0,,11.0,master,16.0,58651396,,,4,README.md,,,,,,,,2019-10-11 19:17:27 UTC,5,GitHub,,git,,,monkeylearn,ropensci,monkeylearn,10115427
663,20156196,,1,,moe,tonykero/Moe,22.0,Moe is a C++14 header-only dependency-free library providing generic implementations of some metaheuristic algorithms,"c-plus-plus,c-plus-plus-14,differential-evolution,evolutionary-algorithm,fitness-score,generic,genetic-algorithm,library,machine-learning,metaheuristic,optimization,particle-swarm-optimization,simulated-annealing",https://github.com/tonykero/Moe,,GitHub,False,2017-02-10 15:17:38 UTC,2018-04-06 23:52:38 UTC,2018-02-18 13:10:00 UTC,190.0,C++,True,True,False,1.0,,0.0,master,5.0,81577399,,MIT,0,,,,,,,,,2017-02-13 21:15:07 UTC,4,GitHub,,git,,,Moe,tonykero,moe,20156196
664,31627289,,1,,modal,modAL-python/modAL,573.0,A modular active learning framework for Python,"active-learning,active-learning-module,bayesian-optimization,machine-learning,machine-learning-algorithms,machine-learning-api,machine-learning-library,python,scikit-learn",https://github.com/modAL-python/modAL,https://modal-python.github.io/,GitHub,False,2017-11-14 14:01:15 UTC,2019-11-11 10:48:31 UTC,2019-11-11 10:41:03 UTC,9433.0,Python,True,True,True,92.0,,15.0,master,31.0,110697473,,MIT,6,README.md,,CONTRIBUTING.md,LICENSE,,,,,2019-11-11 10:48:31 UTC,8,GitHub,,git,,,modAL,modAL-python,modal,31627289
665,25557595,,1,,mobileid,liuziwei7/mobile-id,128.0,Deep Face Model Compression,"computer-vision,deep-learning,efficient-inference,face-recognition,model-compression",https://github.com/liuziwei7/mobile-id,http://personal.ie.cuhk.edu.hk/~lz013/projects/MobileID.html/,GitHub,False,2017-06-25 09:05:26 UTC,2018-03-28 06:35:23 UTC,2018-02-05 02:15:14 UTC,3798.0,Matlab,True,True,False,76.0,,8.0,master,13.0,95349216,,,1,README.md,,,,,,,,2017-06-28 08:27:32 UTC,6,GitHub,,git,,,mobile-id,liuziwei7,mobile id,25557595
666,25476181,,1,,mmtfspark,sbl-sdsc/mmtf-spark,13.0,Methods for the parallel and distributed analysis and mining of the Protein Data Bank using MMTF and Apache Spark.,"apache-spark,big-data,machine-learning,protein-data-bank,protein-ligand-interactions,protein-protein-interaction,protein-sequences,protein-structure,scientific-computing",https://github.com/sbl-sdsc/mmtf-spark,,GitHub,False,2017-04-25 20:30:43 UTC,2018-04-12 23:44:43 UTC,2018-04-12 23:44:42 UTC,1753.0,Java,True,True,False,35.0,,6.0,master,8.0,89403947,,Apache-2.0,1,README.md,,,,,,,,2017-06-26 06:52:27 UTC,1,GitHub,,git,,,mmtf-spark,sbl-sdsc,mmtf spark,25476181
667,36415620,,1,,mlserve,ml-libs/mlserve,19.0,"mlserve turns your python models into RESTful API, serves web page with form generated to match your input data.","machine-learning,mlserve,model-deployment,model-serving,scikit-learn",https://github.com/ml-libs/mlserve,https://github.com/ml-libs/mlserve/,GitHub,False,2018-07-28 10:48:59 UTC,2018-09-23 18:11:20 UTC,2018-09-24 16:14:09 UTC,7355.0,Python,True,True,False,1.0,,2.0,master,2.0,142669717,,Apache-2.0,1,README.rst,CHANGES.txt,CONTRIBUTING.rst,LICENSE,,,,,2018-08-19 12:08:17 UTC,4,GitHub,,git,,,mlserve,ml-libs,mlserve,36415620
669,39215865,,1,,mlpipelines,bitgn/ml-pipelines,5.0,Application for managing machine learning pipelines and human workflows around them.,"django,machine-learning,python",https://github.com/bitgn/ml-pipelines,,GitHub,False,2019-07-24 21:32:00 UTC,2019-11-07 09:08:45 UTC,2019-11-07 09:07:35 UTC,7432.0,Python,True,True,False,1.0,,0.0,master,3.0,198712416,,BSD-2-Clause,2,README.md,,,LICENSE,,,,,2019-11-07 09:08:45 UTC,3,GitHub,,git,,,ml-pipelines,bitgn,ml pipelines,39215865
670,852190,,1,,mlpack,mlpack/mlpack,3016.0,mlpack: a scalable C++ machine learning library --,"c-plus-plus,deep-learning,machine-learning,machine-learning-library,nearest-neighbor-search,regression",https://github.com/mlpack/mlpack,https://mlpack.org/,GitHub,False,2014-12-17 18:16:59 UTC,2019-11-27 18:45:40 UTC,2019-11-27 18:37:02 UTC,250878.0,C++,True,True,False,1100.0,,111.0,master,202.0,28149409,,Other,161,README.md,HISTORY.md,CONTRIBUTING.md,LICENSE.txt,CODE_OF_CONDUCT.md,,,,2019-11-27 18:45:40 UTC,9,GitHub,,git,,,mlpack,mlpack,mlpack,852190
671,38159338,,1,,mlmodels,neo4j-graph-analytics/ml-models,30.0,Machine Learning Procedures and Functions for Neo4j,"analytics,cypher,data-science,graph-database,linear-regression,machine-learning,neo4j",https://github.com/neo4j-graph-analytics/ml-models,https://github.com/neo4j-graph-analytics/ml-models/releases/tag/1.0.0/,GitHub,False,2018-04-27 02:35:47 UTC,2019-03-06 21:44:54 UTC,2019-02-19 14:28:49 UTC,3193.0,Java,True,True,True,8.0,,8.0,master,8.0,131235564,,Apache-2.0,3,README.adoc,,,LICENSE,,,,,2019-03-06 21:44:54 UTC,5,GitHub,,git,,,ml-models,neo4j-graph-analytics,ml models,38159338
672,11346273,,1,,mlkit,Somnibyte/MLKit,115.0,A simple machine learning framework written in Swift 🤖,"artificial-intelligence,backpropagation,feedforward-neural-network,genetic-algorithm,kmeans,kmeans-clustering,lasso-regression,linear-regression,machine-learning,machine-learning-algorithms,machine-learning-library,mlkit,neural-network,polynomial-regression,regression,ridge-regression,swift",https://github.com/Somnibyte/MLKit,,GitHub,False,2016-06-29 06:38:45 UTC,2018-12-23 13:59:03 UTC,2018-08-28 21:23:35 UTC,3440.0,Swift,True,True,False,12.0,,3.0,master,11.0,62202086,,MIT,1,README.md,,,,,,,,2016-06-29 06:39:54 UTC,6,GitHub,,git,,,MLKit,Somnibyte,mlkit,11346273
673,36741211,,1,,mlflow,mlflow/mlflow,5459.0,Open source platform for the machine learning lifecycle,"ai,apache-spark,machine-learning,ml,mlflow,model-management",https://github.com/mlflow/mlflow,https://mlflow.org/,GitHub,False,2018-06-05 16:05:58 UTC,2019-12-23 15:25:33 UTC,2019-12-23 09:55:51 UTC,28811.0,Python,True,True,False,1154.0,,357.0,master,235.0,136202695,,Apache-2.0,164,README.rst,CHANGELOG.rst,CONTRIBUTING.rst,LICENSE.txt,,,,,2019-12-20 06:10:49 UTC,9,GitHub,,git,,,mlflow,mlflow,mlflow,36741211
675,38678679,,1,,mlboard,bbli/ml_board,116.0,"a machine learning dashboard that displays hyperparameter settings alongside visualizations, and logs the scientist's thoughts throughout the training process","dashboard,machine-learning,mongodb,plotly-dash,python,visualization",https://github.com/bbli/ml_board,,GitHub,False,2018-07-29 02:25:42 UTC,2019-04-22 17:47:09 UTC,2019-01-21 02:49:15 UTC,1382.0,Python,True,True,False,12.0,,1.0,master,5.0,142724549,,MIT,1,README.md,,,LICENSE,,,,,2019-04-22 17:47:09 UTC,5,GitHub,,git,,,ml_board,bbli,ml board,38678679
676,852257,,1,,mitie,mit-nlp/MITIE,1820.0,MITIE: library and tools for information extraction,"c-plus-plus,information-extraction,java,machine-learning,natural-language-processing,python",https://github.com/mit-nlp/MITIE,,GitHub,False,2014-04-01 22:47:53 UTC,2018-05-04 09:39:26 UTC,2018-04-14 14:38:09 UTC,10933.0,C++,True,True,False,341.0,,12.0,master,168.0,18347668,,,22,README.md,,,,,,,,2018-02-27 16:57:18 UTC,7,GitHub,,git,,,MITIE,mit-nlp,mitie,852257
677,8230615,,1,,mindjs,yangyanzhan/mind.js,6.0,An elegant Artificial Neural Network Library written in pure Javascript.,"machine-learning,neural-network",https://github.com/yangyanzhan/mind.js,http://yangyanzhan.github.io/,GitHub,False,2016-04-09 11:30:29 UTC,2017-09-20 19:25:38 UTC,2016-04-21 16:57:55 UTC,97.0,JavaScript,True,True,False,0.0,,1.0,master,2.0,55820494,,GPL-3.0,1,t,f,f,t,f,f,f,,2017-03-02 05:49:35 UTC,4,GitHub,,git,,,mind.js,yangyanzhan,mind js,8230615
678,966523,,1,,mind,stevenmiller888/mind,1285.0,A neural network library built in JavaScript,"mind,neural-network,prediction",https://github.com/stevenmiller888/mind,http://stevenmiller888.github.io/mindjs.net/,GitHub,False,2015-07-06 20:26:32 UTC,2018-05-01 12:56:37 UTC,2017-07-07 00:43:20 UTC,136.0,JavaScript,True,False,False,114.0,,6.0,master,52.0,38644039,,,5,Readme.md,History.md,,,,,,,2017-05-16 17:39:50 UTC,6,GitHub,,git,,,mind,stevenmiller888,mind,966523
679,845459,,1,,milk,luispedro/milk,577.0,MILK: Machine Learning Toolkit,,https://github.com/luispedro/milk,http://luispedro.org/software/milk/,GitHub,False,2009-11-20 21:17:14 UTC,2018-04-29 15:00:29 UTC,2015-05-11 09:57:23 UTC,1631.0,Python,True,True,False,135.0,,3.0,master,57.0,379988,,MIT,9,README.rst,ChangeLog,,COPYING.MIT,,,,,2017-11-24 18:53:04 UTC,8,GitHub,,git,,,milk,luispedro,milk,845459
680,14562081,,1,,meteos,openstack/meteos,14.0,Machine Learning as a Service in Apache Spark.,,https://github.com/openstack/meteos,http://openstack.org/,GitHub,False,2016-10-14 11:58:38 UTC,2019-03-11 09:45:15 UTC,2019-03-24 21:24:58 UTC,346.0,Python,False,False,False,5.0,,0.0,master,8.0,70906086,,Apache-2.0,0,,,,,,,,,2016-10-14 11:58:40 UTC,5,GitHub,,git,,,meteos,openstack,meteos,14562081
681,23163788,,1,,mercury,ruyiqf/Mercury,6.0,Data collector and analyzer aimed to build economic model & Plan to write some deep learning examples fixed some realistic problems,,https://github.com/ruyiqf/Mercury,,GitHub,False,2017-03-01 03:19:15 UTC,2017-04-14 00:09:09 UTC,2017-04-13 01:24:41 UTC,225.0,Python,True,True,False,1.0,,2.0,master,3.0,83506430,,,0,README.md,,,,,,,,2017-04-14 00:09:09 UTC,3,GitHub,,,,,Mercury,ruyiqf,mercury,23163788
682,36687351,,1,,menoh,pfnet-research/menoh,218.0,Menoh: fast DNN inference library with multiple programming language support,"deep-learning,mkl-dnn,neural-network",https://github.com/pfnet-research/menoh,,GitHub,False,2018-06-21 01:48:20 UTC,2018-12-19 11:36:07 UTC,2018-12-18 07:45:58 UTC,1231.0,C++,True,True,True,27.0,,24.0,master,30.0,138105757,,MIT,10,README.md,,,LICENSE,,,,,2018-09-28 21:44:18 UTC,6,GitHub,,git,,,menoh,pfnet-research,menoh,36687351
683,16541810,,1,,megalopolis,kawatan/Megalopolis,17.0,Portable Deep Learning Library for .NET,"c-sharp,deep-learning,deep-neural-networks,dotnet-standard,machine-learning,neural-network",https://github.com/kawatan/Megalopolis,,GitHub,False,2016-11-29 18:15:12 UTC,2018-04-10 18:06:43 UTC,2018-04-10 12:25:31 UTC,11691.0,C#,True,True,False,0.0,,0.0,master,1.0,75108954,,Apache-2.0,0,,,,,,,,,2016-11-29 18:15:21 UTC,1,GitHub,,git,,,Megalopolis,kawatan,megalopolis,16541810
684,40515317,,1,,mayo,deep-fry/mayo,70.0,Mayo: Auto-generation of hardware-friendly deep neural networks. Dynamic Channel Pruning: Feature Boosting and Suppression.,"channel-pruning,deep-learning,hardware-acceleration,machine-learning,model-compression",https://github.com/deep-fry/mayo,,GitHub,False,2018-05-03 04:03:25 UTC,2019-11-18 08:42:37 UTC,2019-08-04 15:47:21 UTC,32745.0,Python,True,True,False,15.0,,2.0,master,8.0,131940010,,MIT,4,README.md,,,LICENSE,,,,,2019-11-18 08:42:37 UTC,6,GitHub,,git,,,mayo,deep-fry,mayo,40515317
686,36518918,,1,,maru,chomechome/maru,19.0,Morphological Analyzer for Russian 💬,"morphological-analyser,morphological-analysis,natural-language-processing,neural-network,nlp,python,russian",https://github.com/chomechome/maru,,GitHub,False,2018-08-26 10:38:55 UTC,2019-11-26 09:46:55 UTC,2019-11-26 09:21:22 UTC,43256.0,Python,True,True,False,2.0,,0.0,master,2.0,146171786,,MIT,1,README.rst,,,LICENSE,,,,,2019-11-26 09:46:55 UTC,5,GitHub,,git,,,maru,chomechome,maru,36518918
687,30144092,,1,,marshmallow,radwolfdev/marshmallow,10.0,A Discord bot that's spaghetti.,"discord,discord-bot,discordapp,discordie,machine-learning,neural-network,nodejs,rnn,rnn-tensorflow",https://github.com/radwolfdev/marshmallow,https://discord.gg/paws-and-claws/,GitHub,False,2017-11-04 22:51:53 UTC,2019-06-27 18:38:31 UTC,2018-08-04 19:07:37 UTC,4828.0,JavaScript,True,True,False,2.0,,0.0,master,8.0,109535993,,GPL-3.0,4,README.md,,,LICENSE.md,,,,,2019-06-27 18:38:31 UTC,4,GitHub,,git,,,marshmallow,radwolfdev,marshmallow,30144092
688,37505128,,1,,mars,mars-project/mars,1650.0,"Mars is a tensor-based unified framework for large-scale data computation which scales Numpy, Pandas and Scikit-learn.","dataframe,machine-learning,numpy,pandas,python,scikit-learn,tensor",https://github.com/mars-project/mars,https://docs.mars-project.io/,GitHub,False,2018-12-05 16:04:03 UTC,2019-12-15 10:43:21 UTC,2019-12-15 09:51:12 UTC,5536.0,Python,True,True,False,185.0,,76.0,master,81.0,160543708,,Apache-2.0,8,README.rst,,CONTRIBUTING.rst,LICENSE,,,,,2019-12-15 10:43:21 UTC,9,GitHub,,git,,,mars,mars-project,mars,37505128
689,3909725,,1,,marmot,qe-team/marmot,8.0,"MARMOT - the open source framework for feature extraction and machine learning, designed to estimate the quality of Machine Translation output",,https://github.com/qe-team/marmot,,GitHub,False,2014-12-03 14:20:03 UTC,2017-02-22 16:19:24 UTC,2017-10-29 07:40:00 UTC,10647.0,Python,True,True,True,5.0,,23.0,master,4.0,27490493,,ISC,3,README.md,,,LICENSE.md,,,,,2017-09-21 20:36:39 UTC,4,GitHub,,git,,,marmot,qe-team,marmot,3909725
690,34414685,,1,,map,Cartucho/mAP,975.0,mean Average Precision - This code evaluates the performance of your neural net for object recognition.,"average-precision,computer-vision,darkflow,darknet,detection,ground-truth,machine-learning,metrics,neural-network,object-detection,pascal-voc,yolo",https://github.com/Cartucho/mAP,,GitHub,False,2018-03-08 11:24:23 UTC,2019-10-22 14:07:23 UTC,2019-07-21 20:44:46 UTC,15058.0,Python,True,True,False,343.0,,41.0,master,26.0,124381504,,Apache-2.0,1,README.md,,,,,,,,2018-03-21 16:36:22 UTC,7,GitHub,,git,,,mAP,Cartucho,map,34414685
691,37266822,,1,,mantra,RJT1990/mantra,336.0,"A high-level, rapid development framework for machine learning projects",,https://github.com/RJT1990/mantra,,GitHub,False,2018-08-30 16:25:10 UTC,2018-12-02 06:11:49 UTC,2018-10-12 10:31:12 UTC,26293.0,Python,True,True,False,14.0,,6.0,master,18.0,146776545,,Apache-2.0,4,README.md,,CONTRIBUTING.md,LICENSE.txt,,,,,2018-12-02 06:11:49 UTC,5,GitHub,,git,,,mantra,RJT1990,mantra,37266822
692,8640913,,1,,mantis,trevorcohn/mantis,10.0,Deep learning model of machine translation using attentional and structural biases,,https://github.com/trevorcohn/mantis,,GitHub,False,2016-04-14 00:13:18 UTC,2017-01-20 16:55:56 UTC,2016-04-19 08:01:59 UTC,507.0,C++,True,True,False,0.0,,0.0,master,2.0,56194408,,,2,README.md,,,,,,,,2016-05-28 01:39:47 UTC,3,GitHub,,,,,mantis,trevorcohn,mantis,8640913
693,39285237,,1,,manifold,uber/manifold,502.0,A model-agnostic visual debugging tool for machine learning,"incubation,machine-learning,visualization",https://github.com/uber/manifold,http://manifold.mlvis.io/,GitHub,False,2019-02-08 21:05:30 UTC,2020-01-10 22:09:23 UTC,2020-01-10 22:09:21 UTC,6434.0,JavaScript,True,True,True,33.0,,23.0,master,25.0,169798869,,Apache-2.0,4,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-11-05 20:34:56 UTC,10,GitHub,,git,,,manifold,uber,manifold,39285237
694,19555071,,1,,mango,yfletberliac/Mango,12.0,Question Answering NLP w/ character-level RNN w/ TensorFlow! ℳ🖊 (QRN and EntNet),"deep-learning,entnet,machine-learning,qrn,rnn,rnn-tensorflow,tensorflow,tensorflow-experiments,tensorflow-models",https://github.com/yfletberliac/Mango,,GitHub,False,2017-02-01 17:25:45 UTC,2018-01-18 04:47:28 UTC,2017-09-14 09:42:21 UTC,48038.0,Python,True,True,False,3.0,,0.0,master,4.0,80644682,,MIT,0,,,,,,,,,2017-02-01 20:50:00 UTC,4,GitHub,,git,,,Mango,yfletberliac,mango,19555071
695,4365771,,1,,magpie,inspirehep/magpie,476.0,Deep neural network framework for multi-label text classification,"classification,deep-learning,machine-learning,multi-label-classification,neural-network,nlp,prediction,word2vec",https://github.com/inspirehep/magpie,,GitHub,False,2015-11-27 10:16:06 UTC,2019-03-30 13:14:50 UTC,2018-12-24 19:14:05 UTC,95364.0,Python,True,True,False,138.0,,42.0,master,37.0,46973796,,MIT,1,README.md,,,LICENSE,,,,,2017-11-24 18:44:13 UTC,7,GitHub,,git,,,magpie,inspirehep,magpie,4365771
696,36779700,,1,,machineshop,brian-j-smith/MachineShop,45.0,MachineShop: R package of models and tools for machine learning,"classification-models,machine-learning,predictive-modeling,r,regression-models,survival-models",https://github.com/brian-j-smith/MachineShop,https://brian-j-smith.github.io/MachineShop/,GitHub,False,2018-09-25 21:12:07 UTC,2019-10-10 22:43:31 UTC,2019-09-23 14:08:17 UTC,6828.0,R,True,True,True,7.0,,0.0,master,5.0,150329909,,,2,README.md,,,,,,,,2019-10-10 22:43:31 UTC,6,GitHub,,git,,,MachineShop,brian-j-smith,machineshop,36779700
697,3275447,,1,,machinelearningtoolkit,vpejovic/MachineLearningToolkit,13.0,Machine learning toolkit for android,,https://github.com/vpejovic/MachineLearningToolkit,,GitHub,False,2013-01-16 17:13:41 UTC,2017-11-25 16:21:31 UTC,2016-02-09 09:49:10 UTC,57.0,Java,True,True,False,10.0,,4.0,master,11.0,7650021,,,1,README.md,,,,,,,,,3,GitHub,,git,,,MachineLearningToolkit,vpejovic,machinelearningtoolkit,3275447
698,20261666,,1,,machinelearningexperiments,lvilnis/MachineLearningExperiments,8.0,Building up a mini-library as I teach myself Scala + Machine Learning (mostly NLP),,https://github.com/lvilnis/MachineLearningExperiments,,GitHub,False,2012-03-20 01:57:37 UTC,2017-02-15 16:26:50 UTC,2013-01-07 21:43:10 UTC,5364.0,Scala,True,True,False,0.0,,0.0,master,,3770824,,,1,README.txt,,,,,,,,2017-02-15 16:26:50 UTC,2,GitHub,,,,,MachineLearningExperiments,lvilnis,machinelearningexperiments,20261666
